gene	transcript	shNS_R1	shNS_R2	shNS_R3	shRUNX1_R1	shRUNX1_R2	shRUNX1_R3
EPHX3	NM_001142886,NM_024794	0.00	2.00	0.00	0.00	1.00	0.00
CD300C	NM_006678	0.00	1.00	0.00	0.00	0.00	0.00
HEPACAM	NM_152722	0.00	0.00	0.00	0.00	0.00	0.00
HIF1A	NM_001243084,NM_001530,NM_181054	1775.35	2769.11	1252.13	4479.13	4060.07	3609.64
CACNG1	NM_000727	2.00	3.00	3.00	10.00	5.00	5.00
LGI1	NM_005097	20.00	33.00	10.00	24.00	5.00	6.00
ARHGEF2	NM_001162383,NM_001162384,NM_004723	147.00	236.00	109.00	151.00	188.00	183.00
CD96	NM_005816,NM_198196	4.05	4.71	2.11	0.36	1.55	5.91
KRT12	NM_000223	5.00	2.00	3.00	3.00	1.00	2.00
LCE5A	NM_178438	0.00	0.00	0.00	0.00	0.00	0.00
OR5M3	NM_001004742	0.00	0.00	0.00	0.00	0.00	0.00
DDX10	NM_004398	138.00	228.00	99.00	125.00	193.00	148.00
ALG1L2	NM_001136152	0.00	0.00	1.00	0.00	0.00	0.00
SLC29A2	NM_001300868,NM_001300869,NM_001532,NR_125343	124.00	240.00	113.00	203.00	217.00	198.00
SLC6A18	NM_182632	0.00	0.00	0.00	0.00	0.00	0.00
HUS1	NM_004507,NR_037917	110.00	143.00	91.00	93.00	121.00	100.00
LRRC37A11P	NR_033753	1.00	0.00	1.00	0.00	0.00	0.00
COL14A1	NM_021110	13.00	23.00	11.00	20.00	14.00	13.00
XRCC2	NM_005431	51.00	76.54	34.00	118.00	130.97	136.00
URAHP	NR_027335,NR_027336	23.94	30.82	19.70	19.83	34.75	24.43
NAALADL2-AS2	NR_046713	2.00	0.00	1.00	2.00	0.00	0.00
ZYG11A	NM_001004339	70.00	119.00	69.00	75.00	120.00	120.00
MIR3690	NR_037461,NR_037461_chrY:1362810_1362885	0.00	0.00	0.00	0.00	0.00	0.00
MCOLN2	NM_153259	82.00	92.00	34.00	41.00	27.00	19.00
SRI	NM_001256891,NM_001256892,NM_003130,NM_198901	409.00	615.00	276.00	425.00	361.00	362.00
ZDHHC18	NM_032283	128.00	206.00	83.00	169.00	206.00	211.00
MIR301A	NR_029842	0.00	0.00	0.00	0.00	0.00	0.00
FCRLB	NM_001002901,NM_001288829,NM_001288830,NM_001288831,NM_001288832	6.00	6.00	1.00	10.00	9.00	10.00
ATP5A1	NM_001001935,NM_001001937,NM_001257334,NM_001257335,NM_004046	1814.00	2681.00	1095.00	1926.00	2705.00	2301.00
KIAA1755	NM_001029864	0.00	0.00	0.00	0.00	0.00	0.00
NXPH4	NM_007224	3.00	4.00	1.00	5.00	14.00	10.00
MCM6	NM_005915	424.00	624.00	285.00	932.00	1289.00	1233.00
MMACHC	NM_015506	64.00	117.00	51.00	65.00	87.00	89.00
UPK3B	NM_030570,NM_182683,NM_182684	54.71	63.52	32.70	46.09	70.14	78.77
WIPF3	NM_001080529	3.00	4.00	4.00	3.00	5.00	1.00
UBE2C	NM_001281741,NM_001281742,NM_007019,NM_181799,NM_181800,NM_181801,NR_104036,NR_104037	104.00	165.00	58.00	393.00	770.00	672.00
LINC00862	NR_040064	0.00	0.00	0.00	0.00	1.00	0.00
B3GNT3	NM_014256	58.00	98.00	51.00	64.00	71.00	67.00
LOC101929771	NR_125989	0.00	0.00	0.00	0.00	0.00	0.00
GPR20	NM_005293	0.00	0.00	0.00	1.00	1.00	1.00
PCAT29	NR_126437,NR_126438	0.00	0.00	0.00	0.00	0.00	0.00
ETV5	NM_004454	4.00	5.00	1.00	15.00	25.00	34.00
TNFSF10	NM_001190942,NM_001190943,NM_003810,NR_033994	49.00	68.00	29.00	74.00	32.00	36.00
KCND3	NM_004980,NM_172198	11.00	24.00	15.00	23.00	19.00	17.00
KIAA0101	NM_001029989,NM_014736,NR_109934	99.77	149.54	79.77	372.82	702.36	628.17
MMP14	NM_004995	4.00	4.00	4.00	4.00	3.00	3.00
C6orf201	NM_001085401,NR_104463,NR_104464	3.01	5.15	0.00	1.01	0.00	3.00
HCG27	NR_026791	0.00	1.00	0.00	2.00	3.00	3.00
RBMS1	NM_002897,NM_016836	330.00	564.00	220.00	268.00	266.00	224.00
STAT6	NM_001178078,NM_001178079,NM_001178080,NM_001178081,NM_003153,NR_033659	246.00	345.00	208.00	311.00	271.00	244.00
LOC102467217	NR_104674	0.00	0.00	0.00	0.00	0.00	0.00
C1orf106	NM_001142569,NM_018265	78.00	115.00	60.00	176.00	198.00	198.00
CMPK1	NM_001136140,NM_016308,NR_046394,NR_046395	576.00	783.00	342.00	576.00	614.00	541.00
RNF219-AS1	NR_047001	0.00	0.00	0.00	0.00	0.00	0.00
SRSF2	NM_001195427,NM_003016,NR_036608	1997.00	3124.48	1388.63	1586.29	1331.18	1209.40
YBX1	NM_004559	2511.00	3648.00	1540.00	3309.00	5763.00	5367.00
UMODL1	NM_001004416,NM_001199527,NM_001199528,NM_173568	0.00	0.00	0.00	1.00	1.00	0.00
CIB3	NM_001300922,NM_054113	2.00	8.00	2.00	8.00	3.00	0.00
MAGEA8	NM_001166400,NM_001166401,NM_005364	0.00	0.00	0.00	0.00	1.00	0.00
OPTC	NM_014359	1.00	5.00	0.00	0.00	0.00	0.00
P4HB	NM_000918	4939.00	7940.00	3357.00	5443.00	6460.00	5850.00
LINC00403	NR_120392,NR_120394	0.00	0.00	0.00	0.00	0.00	0.00
OR2AG1	NM_001004489	0.00	0.00	0.00	0.00	0.00	0.00
LOC101929829	NR_111920	0.00	0.00	0.00	0.00	0.00	0.00
PAQR5	NM_001104554,NM_017705	72.00	91.00	53.00	39.00	44.00	36.00
PRKCSH	NM_001001329,NM_001289102,NM_001289103,NM_001289104,NM_002743	1354.00	2159.00	968.00	1258.00	1530.00	1477.00
MAPKAPK3	NM_001243925,NM_001243926,NM_004635	135.00	180.00	80.00	151.00	223.00	203.00
LINC00458	NR_108062,NR_108063	0.00	1.00	1.00	0.00	0.00	1.00
LOC101927043	NR_110207,NR_110208	2.00	0.00	3.00	1.00	1.00	1.00
ANKRD7	NM_019644	1.00	0.00	0.00	0.00	1.00	1.00
HIST1H2BF	NM_003522	58.55	115.72	53.00	363.99	674.90	589.56
CCDC117	NM_001284263,NM_001284264,NM_001284265,NM_173510	466.00	642.00	308.00	710.00	830.00	673.00
TYRO3	NM_006293	38.00	53.00	21.00	40.00	93.00	77.00
FZD2	NM_001466	83.00	118.00	38.00	64.00	53.00	61.00
MYO16-AS1	NR_047700	1.00	0.00	0.00	0.00	0.00	0.00
DMXL1	NM_001290321,NM_001290322,NM_005509	1044.00	1554.00	687.00	842.00	678.00	637.00
DCLK2	NM_001040260,NM_001040261,NR_036614	2.00	2.00	2.00	1.00	0.00	2.00
MIR602	NR_030333	0.00	0.00	0.00	0.00	0.00	0.00
REPIN1	NM_001099695,NM_001099696,NM_013400,NM_014374	766.00	1255.00	557.00	726.00	695.00	659.00
OTUB1	NM_017670,NR_003089	468.00	867.00	377.00	524.00	636.00	538.00
PRRC2B	NM_013318	1794.00	3021.00	1442.00	2598.00	3592.00	3211.00
TXNDC12	NM_015913,NR_046405,NR_046406	384.00	536.00	228.00	418.00	441.00	399.00
MIR2052	NR_031744	0.00	0.00	0.00	0.00	0.00	0.00
ZBTB42	NM_001137601	281.00	371.00	151.00	384.00	293.00	276.00
PPARD	NM_001171818,NM_001171819,NM_001171820,NM_006238,NM_177435	37.00	73.00	36.00	62.00	58.00	68.00
ZNF586	NM_001077426,NM_001204814,NM_017652	61.00	72.00	37.00	91.00	106.00	95.00
ENPP6	NM_153343	0.00	0.00	0.00	0.00	0.00	0.00
BRCC3	NM_001018055,NM_001242640,NM_024332	170.00	314.00	117.00	262.00	295.00	236.00
SLAIN2	NM_020846	308.00	438.00	182.00	349.00	320.00	266.00
HRC	NM_002152	0.00	2.00	0.00	0.00	1.00	0.00
GYG2	NM_001079855,NM_001184702,NM_001184703,NM_001184704,NM_003918	17.00	21.00	6.00	33.00	49.00	49.00
SVIL-AS1	NR_003930,NR_110920,NR_110921,NR_110922,NR_110923,NR_110924,NR_110925,NR_110926,NR_110927,NR_110928,NR_110929	142.42	178.86	77.56	123.97	165.87	126.38
CLEC18A	NM_001136214,NM_001271197,NM_182619	0.00	0.00	0.00	0.00	0.00	3.00
PSIP1	NM_001128217,NM_021144,NM_033222	266.00	399.00	219.00	329.00	314.00	272.00
TASP1	NM_017714	151.00	200.00	114.00	162.00	148.00	138.00
TCF24	NM_001193502	37.00	35.00	22.00	12.00	11.00	12.00
STARD5	NM_181900	22.00	26.00	9.00	35.00	37.00	32.00
DENND6A	NM_152678	187.00	287.00	138.00	219.00	220.00	224.91
LINC01317	NR_126403	0.00	0.00	0.00	0.00	0.00	0.00
TTBK2	NM_173500	80.00	104.00	51.00	91.00	71.00	79.00
COMMD4	NM_001284377,NM_001284378,NM_001284379,NM_017828,NR_104312,NR_104313	318.00	509.00	184.00	407.00	456.00	405.00
TGFBR1	NM_001130916,NM_004612	296.00	485.00	213.00	366.00	381.00	297.00
PCDHB4	NM_018938	23.90	42.59	17.24	28.40	28.44	32.42
LOC400927-CSNK1E	NM_001289912	0.00	12.99	8.29	17.96	0.00	14.41
SMAD1-AS1	NR_126371	0.00	0.00	0.00	2.03	0.00	3.29
GLMN	NM_053274	34.00	54.00	30.00	30.00	46.00	33.00
SCML1	NM_001037535,NM_001037536,NM_001037540,NM_006746	47.00	102.00	38.00	65.00	77.58	80.00
ALG8	NM_001007027,NM_024079	280.00	375.00	172.00	284.00	364.00	321.00
RDH14	NM_020905	287.00	382.35	169.00	150.00	123.00	113.08
DCAF8	NM_015726,NR_028103,NR_028104,NR_028105,NR_028106	393.00	725.00	302.00	439.00	502.00	490.00
CHTOP	NM_001206612,NM_001244664,NM_015607	581.00	843.00	389.00	517.00	649.00	569.87
RBCK1	NM_006462,NM_031229	188.00	285.00	128.00	213.00	229.00	228.00
ECRP	NR_033909	0.00	0.00	0.00	0.00	0.00	0.00
COX6C	NM_004374	9408.00	13263.00	5554.00	6869.00	4299.00	3829.00
UFD1L	NM_001035247,NM_005659	329.00	461.00	192.00	369.00	500.00	443.00
GALE	NM_000403,NM_001008216,NM_001127621	88.00	131.00	54.00	84.00	155.00	137.00
NPY2R	NM_000910	0.00	0.00	0.00	0.00	0.00	0.00
GACAT2	NR_120598	7.00	12.00	7.00	0.00	1.00	0.00
GRIK5	NM_001301030,NM_002088	2.00	5.00	1.00	1.00	2.00	4.00
KAT6A	NM_001099412,NM_001099413,NM_006766	481.00	715.00	336.00	541.00	622.00	557.00
TMEM72-AS1	NR_033842	0.00	0.00	0.00	1.00	1.00	1.00
TMEM100	NM_001099640,NM_018286	0.00	0.00	0.00	0.00	0.00	0.00
RPL13AP6	NR_026715	5.00	4.00	1.00	0.00	6.00	1.11
RALY-AS1	NR_109885,NR_109886	8.00	11.00	5.00	5.00	5.00	4.00
CSHL1	NM_001318,NM_022579,NM_022580,NM_022581	0.00	0.00	0.00	0.00	0.00	0.00
MIR1273C	NR_036100	0.00	0.00	0.00	0.00	0.00	0.00
NLRC4	NM_001199138,NM_001199139,NM_001302504,NM_021209	1.00	4.00	0.00	3.00	1.00	2.00
MTERF4	NR_028049,NR_028050,NR_028051	416.00	561.00	255.00	199.00	236.00	207.00
MIR548F3	NR_031644,NR_031644_chr5:109849529_109849616	0.00	0.00	0.00	0.00	0.00	0.00
LINC00629	NR_038998	0.00	1.00	0.00	0.00	1.00	0.00
TINAG	NM_014464	0.00	0.00	0.00	0.00	0.00	0.00
ELF3	NM_001114309,NM_004433	891.00	1434.00	570.00	1053.00	618.00	540.00
RASA4	NM_001079877,NM_006989	143.61	260.93	105.44	236.15	149.46	161.81
MRPS21	NM_018997,NM_031901	811.00	1163.00	523.00	778.00	795.00	716.00
GOLGA8DP	NR_027407	0.00	0.00	0.00	0.00	0.00	0.00
APAF1	NM_001160,NM_013229,NM_181861,NM_181868,NM_181869	189.72	264.62	116.10	186.39	151.14	171.02
CXCR5	NM_001716,NM_032966	2.03	6.06	6.15	2.03	8.05	6.00
SNCA	NM_000345,NM_001146054,NM_001146055,NM_007308	0.00	0.00	0.00	1.00	0.00	0.00
LOC101805491	NR_103805	0.00	0.00	0.00	0.00	0.00	0.00
IQCJ-SCHIP1-AS1	NR_121669	0.00	0.00	0.00	1.00	0.00	0.00
IZUMO4	NM_001031735,NM_001039846	2.00	2.00	1.00	1.00	0.00	3.00
SLC8A1	NM_001112800,NM_001112801,NM_001112802,NM_001252624,NM_021097	37.00	85.00	44.00	101.00	46.00	28.00
MIR449C	NR_031572	0.00	0.00	0.00	0.00	0.00	0.00
UGT1A8	NM_019076	0.00	0.00	0.00	2.23	0.00	0.00
SLC22A25	NM_199352	0.00	0.00	0.00	1.00	0.00	0.00
SNORA46	NR_002978	61.00	46.00	23.00	55.00	13.00	6.00
DUSP6	NM_001946,NM_022652	18.00	33.00	24.00	24.00	27.00	18.00
CSDC2	NM_014460	0.00	0.00	1.00	0.00	1.00	0.00
SCML4	NM_001286408,NM_001286409,NM_198081	0.00	0.00	0.00	0.00	0.00	0.00
ST20-MTHFS	NM_001199760	0.00	0.00	0.00	0.00	0.00	6.53
ARMC4	NM_001290020,NM_001290021,NM_018076	3.00	1.00	0.00	2.00	4.00	4.00
ATXN1L	NM_001137675	469.00	685.00	356.00	592.00	737.00	685.00
SH3GL1	NM_001199943,NM_001199944,NM_003025	256.00	376.00	169.00	264.00	344.00	302.00
DIP2A-IT1	NR_046400	0.00	2.00	1.00	0.00	0.00	1.00
FGF9	NM_002010	1.00	1.00	0.00	0.00	0.00	0.00
C19orf57	NM_024323	12.00	20.00	8.00	38.00	24.00	16.00
TMEM167B	NM_020141	485.00	720.00	315.00	377.00	307.00	279.00
A4GALT	NM_017436	246.00	396.00	172.00	211.00	141.00	137.00
EQTN	NM_001161585,NM_020641	0.00	0.00	0.00	0.00	0.00	0.00
PCDHB9	NM_019119	61.01	90.80	43.92	81.50	74.39	68.83
CCDC130	NM_030818	131.00	199.00	93.00	76.00	89.00	92.00
CNRIP1	NM_001111101,NM_015463	0.00	0.00	0.00	0.00	0.00	0.00
MIR3182	NR_036147	0.00	0.00	0.00	0.00	0.00	0.00
MCHR1	NM_005297	0.00	4.00	0.00	0.00	1.00	1.00
STRN	NM_003162	368.00	576.00	254.00	459.00	476.00	436.00
SHF	NM_001301168,NM_001301169,NM_001301170,NM_001301171,NM_138356	8.00	15.00	6.00	9.00	8.00	12.00
DUSP3	NM_004090	349.00	550.00	224.00	528.00	501.00	445.00
BTG1	NM_001731	1210.00	1772.00	768.00	1126.00	654.00	592.00
METTL1	NM_005371,NM_023033	67.00	99.00	76.00	63.00	143.00	125.00
RARS	NM_002887	1067.00	1624.00	683.00	895.00	1053.00	909.00
MSL3P1	NR_024322	195.00	239.00	105.00	99.00	107.00	92.00
ARID3B	NM_006465	40.00	75.00	45.00	27.00	71.00	72.00
KLHL12	NM_001303051,NM_001303109,NM_021633	560.00	845.00	357.00	602.00	625.00	538.00
CDK18	NM_002596,NM_212502,NM_212503	94.00	167.00	63.00	88.00	97.00	87.00
EEF1B2	NM_001037663,NM_001959,NM_021121	2685.00	3720.00	1597.00	2776.00	3559.00	3231.00
MORF4L2	NM_001142418,NM_001142419,NM_001142420,NM_001142421,NM_001142422,NM_001142423,NM_001142424,NM_001142425,NM_001142426,NM_001142427,NM_001142428,NM_001142429,NM_001142430,NM_001142431,NM_001142432,NM_012286	1883.00	2669.00	1234.00	2619.00	2531.00	2209.00
OR2W5	NM_001004698	0.00	0.00	0.00	0.00	0.00	0.00
NEXN	NM_001172309,NM_144573	3.00	16.00	6.00	8.00	5.00	1.00
RBBP6	NM_006910,NM_018703,NM_032626	551.00	884.00	421.00	455.00	439.00	389.00
INSL5	NM_005478	0.00	0.00	0.00	0.00	0.00	0.00
ADAM7	NM_003817	0.00	0.00	0.00	0.00	0.00	0.00
CCDC86	NM_024098	96.95	193.65	82.91	103.85	206.89	199.00
MIR425	NR_029948	0.00	0.00	0.00	0.00	0.00	0.00
SHANK2-AS1	NR_046567	0.00	4.00	2.00	0.00	6.00	4.00
CTBS	NM_004388	89.00	131.00	59.00	110.00	112.00	111.00
HELT	NM_001300781,NM_001300782	0.00	0.00	0.00	0.00	0.00	0.00
FAM117A	NM_030802	25.00	40.00	23.00	62.00	47.00	47.00
C1orf101	NM_001130957,NM_001242340,NM_173807	1.00	6.00	5.00	5.00	1.00	1.00
LOC729603	NR_003288	17.51	28.36	11.07	8.00	21.92	20.11
RPL7	NM_000971	7736.00	10894.00	4613.00	8063.00	6567.00	6017.00
USP30-AS1	NR_038996	0.00	3.00	1.00	0.00	1.00	0.00
PHOX2B	NM_003924	0.00	0.00	0.00	0.00	0.00	0.00
XPO7	NM_015024	303.00	490.00	227.00	428.00	679.00	584.00
HHIPL1	NM_001127258,NM_032425	2.00	1.00	4.00	2.00	0.00	1.00
RNASEH2A	NM_006397	163.00	256.00	110.00	334.00	486.00	484.00
LOC101928167	NR_110800	0.00	0.00	0.00	0.00	0.00	0.00
GTF2B	NM_001514	151.00	215.00	101.00	136.00	84.00	101.00
CDH6	NM_004932	0.00	0.00	0.00	0.00	0.00	0.00
LINC01525	NR_126408	0.00	0.00	0.00	0.00	0.00	0.00
PLA2G4C	NM_001159322,NM_001159323,NM_003706	18.00	41.00	11.00	26.00	23.00	27.00
AJAP1	NM_001042478,NM_018836	2.00	7.00	4.00	2.00	6.00	4.00
C17orf77	NM_001302809,NM_152460	0.00	0.00	0.00	1.00	0.00	0.00
TSEN15	NM_001127394,NM_001300764,NM_001300766,NM_052965,NR_023349,NR_125335	201.00	288.00	144.00	215.00	258.00	281.00
FAM84A	NM_145175	653.53	1037.17	484.30	491.56	270.53	256.10
TSPAN3	NM_001168412,NM_005724,NM_198902	728.00	1080.00	513.00	616.00	633.00	560.00
MTTP	NM_000253,NM_001300785	1.00	0.00	0.00	0.00	0.00	0.00
PLAU	NM_001145031,NM_002658	43.51	62.85	25.69	22.00	19.00	14.78
MAP3K12	NM_001193511,NM_006301	78.44	112.57	72.06	50.93	63.55	67.74
MIR6881	NR_106941	0.00	0.00	0.00	0.00	0.00	0.00
STRIP2	NM_001134336,NM_020704	20.00	28.00	6.00	14.00	16.00	11.00
NLRP14	NM_176822	0.00	0.00	0.00	0.00	0.00	0.00
LINC01384	NR_109883	0.00	0.00	0.00	0.00	0.00	0.00
CDKN1A	NM_000389,NM_001220777,NM_001220778,NM_001291549,NM_078467	1965.00	3153.00	1479.00	1536.00	1635.00	1482.00
LINC00693	NR_038840	0.00	0.00	0.00	0.00	0.00	0.00
CLK4	NM_020666	255.00	389.00	171.00	108.00	81.00	76.00
ZNF57	NM_173480	84.00	113.19	55.00	60.00	66.82	69.87
LMTK3	NM_001080434	153.00	250.00	121.00	102.00	108.00	109.00
RFC4	NM_002916,NM_181573	49.00	70.00	32.00	116.00	152.00	159.00
ANKRD66	NM_001162435	0.00	0.00	0.00	0.00	0.00	0.00
LINC01150	NR_120534	0.00	0.00	0.00	0.00	0.00	0.00
LOC101928030	NR_120481	0.00	0.00	0.00	0.00	0.00	0.00
ASAP1-IT1	NR_002765	5.00	5.00	1.00	2.00	7.00	4.00
NUP210L	NM_001159484,NM_207308	104.00	148.00	57.00	101.00	111.00	139.00
LINC01391	NR_121649	0.00	0.00	0.00	0.00	0.00	2.00
ATP6V1H	NM_015941,NM_213619,NM_213620	527.00	758.00	348.00	553.00	560.00	507.00
CSNK2A3	NM_001256686	0.00	6.72	0.00	0.00	0.00	5.60
GAS2L2	NM_139285	0.00	0.00	0.00	0.00	0.00	0.00
RRN3	NM_001301064,NM_018427	1039.28	1562.44	703.03	621.72	747.87	737.16
RBMXL3	NM_001145346	0.00	0.00	0.00	0.00	0.00	0.00
EPM2AIP1	NM_014805	526.00	785.00	353.00	514.00	635.00	585.00
PRKXP1	NR_073405	40.19	30.75	28.88	12.79	14.53	10.76
SCAI	NM_001144877,NM_173690	206.00	280.00	125.00	145.00	194.00	169.00
NT5C3B	NM_052935,NR_033464,NR_033465	140.00	194.00	70.00	154.00	186.00	161.00
VRK1	NM_003384	383.00	516.00	222.00	452.00	422.00	386.00
LOC101927082	NR_125840	0.00	0.00	0.00	0.00	0.00	0.00
TMEM39B	NM_018056	43.00	93.00	26.00	55.00	69.00	58.00
FUBP3	NM_003934	535.00	724.00	368.00	562.00	580.00	559.00
SNORD65	NR_003054	0.00	0.00	0.00	0.00	0.00	0.00
DPM1	NM_003859	747.00	1086.00	486.00	674.00	621.00	583.00
TNFAIP8L3	NM_207381	13.00	18.00	8.00	11.00	17.00	5.00
CAPN2	NM_001146068,NM_001748	858.00	1286.00	584.00	684.00	558.00	463.00
C1RL-AS1	NR_026947	0.00	1.00	0.00	0.00	0.00	0.00
SPPL2A	NM_032802	935.00	1284.00	639.00	1101.00	1033.00	911.00
NUCKS1	NM_022731	7972.00	12339.00	5566.00	10979.00	11631.00	10386.00
MIR6796	NR_106854	0.00	0.00	0.00	0.00	0.00	0.00
CCDC115	NM_032357,NR_104471	190.00	316.00	123.00	195.00	213.00	178.00
TGFBRAP1	NM_001142621,NM_004257	364.00	572.95	223.00	405.00	439.00	402.00
NEB	NM_001164507,NM_001164508,NM_001271208,NM_004543	18.00	35.00	22.00	21.00	22.00	25.00
SNX6	NM_021249,NM_152233	902.00	1201.00	570.00	897.00	768.00	724.00
WTIP	NM_001080436	10.00	33.00	22.00	31.00	23.00	23.00
LOC101928134	NR_120326,NR_120327	0.00	0.00	0.00	0.00	0.00	0.00
ST5	NM_005418,NM_139157,NM_213618	11.00	15.00	7.00	5.00	17.00	9.00
LOC90768	NR_027107,NR_125905	79.00	118.00	79.00	84.00	89.00	76.00
LOC728743	NR_027237	27.00	31.00	8.00	16.00	28.00	16.00
GALNT16	NM_001168368,NM_020692	37.00	55.00	19.00	36.00	45.00	38.00
CRTC3	NM_001042574,NM_022769	167.00	269.00	164.00	215.00	270.00	283.00
INSR	NM_000208,NM_001079817	664.00	1109.00	470.00	494.00	345.00	335.00
HNF4G	NM_004133	7.00	11.00	5.00	15.00	6.00	5.00
ADRBK1	NM_001619	516.00	876.00	366.00	704.00	811.00	703.00
CNGA2	NM_005140	0.00	2.00	0.00	0.00	0.00	0.00
MED15P9	NR_033903	1.02	2.05	0.00	1.08	0.00	0.00
ISLR	NM_005545,NM_201526	0.00	1.00	0.00	0.00	0.00	0.00
LOC101060019	NR_110169	0.00	0.00	0.00	0.00	0.00	0.00
GMEB1	NM_006582,NM_024482	59.00	113.00	63.00	80.00	99.00	88.00
OR2AP1	NM_001258285	0.00	0.00	0.00	0.00	0.00	0.00
GEMIN8P4	NR_002830	4.00	7.00	2.00	5.00	3.00	3.00
MIR4726	NR_039879	0.00	0.00	0.00	0.00	0.00	0.00
LINC00559	NR_047489	0.00	0.00	0.00	0.00	0.00	0.00
CBL	NM_005188	314.00	515.00	221.00	403.00	639.00	580.00
SLFN14	NM_001129820	0.00	0.00	0.00	0.00	0.00	0.00
DCUN1D5	NM_032299	177.00	272.00	133.00	177.00	171.00	185.00
SMIM11	NM_058182	130.00	180.00	73.00	81.00	73.00	69.00
KLK3	NM_001030047,NM_001030048,NM_001648	0.00	0.00	0.00	0.00	0.00	0.00
B4GALT6	NM_004775	18.00	28.00	11.00	46.00	16.00	23.00
RALA	NM_005402	237.00	340.00	154.00	402.00	367.00	333.00
DHRS2	NM_005794,NM_182908	1509.00	2461.00	961.00	580.00	254.00	236.00
OR4Q3	NM_172194	0.00	0.00	0.00	0.00	0.00	0.00
MPC1	NM_001270879,NM_016098,NR_073093	82.00	113.00	54.00	68.00	81.00	64.00
SPP1	NM_000582,NM_001040058,NM_001040060,NM_001251829,NM_001251830	0.00	0.00	0.00	0.00	1.00	2.00
VSIG1	NM_001170553,NM_182607	5.03	5.00	3.00	1.00	1.00	2.00
OR1L4	NM_001005235	0.00	0.00	0.00	0.00	0.00	0.00
MSANTD4	NM_032424	114.00	164.00	81.00	49.00	75.00	66.00
C14orf119	NM_017924	634.00	1043.94	436.00	557.46	676.44	571.44
C5orf56	NR_045116	3.00	2.00	0.00	4.00	1.00	3.00
HAUS4	NM_001166269,NM_001166270,NM_017815	189.00	300.00	134.00	523.00	518.00	541.00
LOC101927018	NR_110803	3.00	3.00	3.00	2.00	3.00	5.00
MLEC	NM_014730	2538.00	4020.00	1760.00	2303.00	2734.00	2425.00
UGT1A6	NM_001072,NM_205862	67.95	83.66	28.42	4.77	8.96	11.77
RYR3	NM_001036,NM_001243996	1.00	4.00	4.00	3.00	3.00	2.00
MIR3199-1	NR_036169	0.00	0.00	0.00	0.00	0.00	0.00
PDZD7	NM_001195263,NM_024895	10.00	24.19	5.08	17.11	7.00	8.13
LOC101928008	NR_120539	1.00	0.00	0.00	0.00	0.00	0.00
ASB13	NM_024701,NR_024581,NR_037164	187.00	290.00	119.00	240.00	215.00	230.00
MIR33B	NR_030361	0.00	0.00	0.00	0.00	0.00	0.00
GLIPR1L1	NM_152779	0.00	0.00	1.00	1.00	0.00	2.00
LOC102723439	NR_120673	2.00	0.00	1.00	0.00	3.00	1.00
VHLL	NM_001004319	1.00	1.00	0.00	4.00	0.00	0.00
SPATA3	NM_139073	0.00	0.00	0.00	0.00	0.00	0.00
MXRA7	NM_001008528,NM_001008529,NM_198530	62.00	104.59	46.00	79.00	68.00	74.00
VPS33A	NM_022916	279.00	442.00	208.00	246.00	344.00	347.00
CD69	NM_001781	0.00	0.00	0.00	0.00	0.00	0.00
DTD1	NM_080820	258.00	383.00	175.00	249.00	376.00	329.00
SNORA27	NR_002575	99.00	101.00	38.00	56.00	25.00	33.00
SNX8	NM_013321	176.00	261.00	112.00	229.00	251.00	263.00
CUTC	NM_015960	106.62	160.00	53.00	116.28	69.32	71.00
PURA	NM_005859	226.00	294.00	158.00	253.00	261.00	262.00
HOXD13	NM_000523	0.00	0.00	0.00	0.00	0.00	0.00
C16orf72	NM_014117	666.00	1038.00	427.00	589.00	724.00	623.00
COX18	NM_001297732,NM_001297733,NM_001300729,NM_173827	85.00	152.00	77.00	99.00	121.00	89.00
SSX1	NM_001278691,NM_005635	0.00	0.00	0.00	0.00	0.00	0.00
TMEM263	NM_152261	355.00	468.00	221.00	372.00	292.00	244.00
GLYATL2	NM_145016	0.00	2.00	0.00	0.00	0.00	0.00
RIPK3	NM_006871	0.00	0.00	0.00	0.00	1.00	0.00
THNSL1	NM_024838	149.00	223.00	112.00	161.00	204.00	196.00
GPR158-AS1	NR_027333	0.00	0.00	0.00	0.00	0.00	0.00
LAMP3	NM_014398	1.00	1.00	1.00	5.00	7.00	5.00
NR2C1	NM_001032287,NM_001127362,NM_003297	207.00	294.00	151.00	119.00	124.00	126.00
ZC3H3	NM_015117	81.00	151.00	79.00	109.00	176.00	166.00
ALPI	NM_001631	0.00	0.00	0.00	0.00	0.00	0.00
LOC101928626	NR_125957	0.00	0.00	0.00	0.00	0.00	0.00
ICAM5	NM_003259	9.00	15.00	14.00	7.00	8.00	10.00
GINS1	NM_021067	120.00	195.00	81.00	299.00	404.00	389.00
ABL1	NM_005157,NM_007313	454.00	663.00	310.00	588.00	760.00	654.00
SLC17A9	NM_001302643,NM_022082	16.00	26.00	11.00	3.00	20.00	16.00
MIR4300	NR_036186	0.00	0.00	0.00	0.00	0.00	0.00
GAB3	NM_001081573,NM_001282283,NM_080612,NR_104114	0.00	0.00	0.00	1.00	0.00	0.00
C9orf114	NM_016390	382.65	536.88	227.44	342.69	450.57	403.06
CASZ1	NM_001079843,NM_017766	291.00	525.00	248.00	369.00	400.00	379.00
LCE4A	NM_178356	0.00	0.00	0.00	0.00	0.00	0.00
