PeakID (cmd=annotatePeaks.pl reproducible_peaks_blacklist_filtered.bed GRCh38.primary_assembly.genome.fa -gtf gencode.v45.primary_assembly.annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr4-44	chr4	6574835	6575099	+	1	NA	promoter-TSS (ENST00000285599.8)	protein_coding-promoter-TSS (ENST00000285599.8)	-222	ENST00000285599.8	ENSG00000013288	ENST00000510427			MAN2B2			protein_coding
chr7-455	chr7	88640736	88640824	+	1	NA	TTS (ENST00000450915.1)	processed_pseudogene-TTS (ENST00000450915.1)	1766	ENST00000450915.1	ENSG00000237709	ENST00000450915			EEF1A1P28			processed_pseudogene
chr6-150	chr6	154733331	154733539	+	1	NA	promoter-TSS (ENST00000367178.8)	protein_coding-promoter-TSS (ENST00000367178.8)	19	ENST00000367178.8	ENSG00000213079	ENST00000367186			SCAF8			protein_coding
chr7-51	chr7	30028146	30028427	+	1	NA	promoter-TSS (ENST00000258679.11)	protein_coding-promoter-TSS (ENST00000258679.11)	-75	ENST00000622102.4	ENSG00000106086	ENST00000396257			PLEKHA8			protein_coding
chr7-422	chr7	72605159	72605456	+	1	NA	intron (ENST00000620995.5, intron 13 of 13)	protein_coding-intron (ENST00000612372.4, intron 11 of 11)	-92596	ENST00000581927.1	ENSG00000264494	ENST00000581927			MIR4650-2			miRNA
chr17-87	chr17	75549360	75549600	+	1	NA	intron (ENST00000583658.1, intron 1 of 4)	protein_coding-intron (ENST00000167462.9, intron 2 of 24)	3332	ENST00000583658.1	ENSG00000073350	ENST00000167462			LLGL2			protein_coding
chr17-176	chr17	17237121	17237381	+	1	NA	promoter-TSS (ENST00000285071.9)	protein_coding-promoter-TSS (ENST00000285071.9)	-63	ENST00000389171.4	ENSG00000154803	ENST00000389171			FLCN			protein_coding
chr5-332	chr5	151157620	151157882	+	1	NA	promoter-TSS (ENST00000354546.10)	protein_coding-promoter-TSS (ENST00000354546.10)	1	ENST00000377751.9	ENSG00000197043	ENST00000519610			ANXA6			protein_coding
chr22-3	chr22	28819451	28819750	+	1	NA	intron (ENST00000422972.1, intron 1 of 1)	lncRNA-intron (ENST00000418292.1, intron 1 of 1)	1269	ENST00000422972.1	ENSG00000226471	ENST00000451486			ENSG00000226471			lncRNA
chr3-938	chr3	196318051	196318290	+	1	NA	promoter-TSS (ENST00000325318.10)	protein_coding-promoter-TSS (ENST00000325318.10)	44	ENST00000426563.5	ENSG00000213123	ENST00000465757			DYNLT2B			protein_coding
chr15-163	chr15	74817425	74817659	+	1	NA	TTS (ENST00000562810.5)	protein_coding-TTS (ENST00000562810.5)	1319	ENST00000488000.6	ENSG00000261606	ENST00000564823			ENSG00000261606			lncRNA
chr15-4	chr15	75368387	75368573	+	1	NA	promoter-TSS (ENST00000569069.1)	protein_coding-promoter-TSS (ENST00000569069.1)	108	ENST00000565652.1	ENSG00000140400	ENST00000565652			MAN2C1			protein_coding
chr16-244	chr16	15489456	15489666	+	1	NA	intron (ENST00000570249.5, intron 2 of 4)	protein_coding-intron (ENST00000300006.9, intron 1 of 5)	-12705	ENST00000452191.6	ENSG00000166780	ENST00000564389			BMERB1			protein_coding
chr20-17	chr20	47663799	47664093	+	1	NA	promoter-TSS (ENST00000433632.1)	protein_coding-promoter-TSS (ENST00000433632.1)	-392	ENST00000433632.1	ENSG00000196562	ENST00000474450			SULF2			protein_coding
chrX-21	chrX	153636313	153636595	+	1	NA	Intergenic	Intergenic	-6038	ENST00000477033.1	ENSG00000130829	ENST00000370167			DUSP9			protein_coding
chr12-219	chr12	32187246	32187514	+	1	NA	intron (ENST00000652176.1, intron 1 of 9)	protein_coding-intron (ENST00000395758.3, intron 1 of 9)	40774	ENST00000549976.1	ENSG00000258134	ENST00000549976			ENSG00000258134			processed_pseudogene
chr3-174	chr3	156812512	156812756	+	1	NA	intron (ENST00000473352.1, intron 1 of 1)	lncRNA-intron (ENST00000472943.5, intron 1 of 2)	-1902	ENST00000473864.1	ENSG00000230457	ENST00000473864			PA2G4P4			processed_pseudogene
chr17-1411	chr17	83195315	83195555	+	1	NA	intron (ENST00000651869.1, intron 3 of 3)	lncRNA-intron (ENST00000651869.1, intron 3 of 3)	-4217	ENST00000691786.1	ENSG00000262898	ENST00000651869			ENSG00000262898			lncRNA
chr1-342	chr1	155017573	155017591	+	1	NA	TTS (ENST00000292176.2)	protein_coding-TTS (ENST00000292176.2)	3134	ENST00000292176.2	ENSG00000160685	ENST00000368426			ZBTB7B			protein_coding
chr8-104	chr8	99893560	99893856	+	1	NA	promoter-TSS (ENST00000297564.6)	protein_coding-promoter-TSS (ENST00000297564.6)	-1	ENST00000520517.5	ENSG00000164919	ENST00000524245			COX6C			protein_coding
chr8-215	chr8	122780126	122780394	+	1	NA	promoter-TSS (ENST00000607393.2)	lncRNA-promoter-TSS (ENST00000607393.2)	-42	ENST00000607393.2	ENSG00000272043	ENST00000607393			ENSG00000272043			lncRNA
chr1-724	chr1	112927066	112927216	+	1	NA	intron (ENST00000679846.1, intron 3 of 4)	protein_coding-intron (ENST00000369626.8, intron 2 of 4)	3718	ENST00000460134.2	ENSG00000229020	ENST00000460134			AKR7A2P1			processed_pseudogene
chr10-12	chr10	22436853	22437111	+	1	NA	intron (ENST00000487973.1, intron 2 of 3)	protein_coding-intron (ENST00000487973.1, intron 2 of 3)	39082	ENST00000674076.1	ENSG00000285254	ENST00000674076			ENSG00000285254			unitary_pseudogene
chr1-270	chr1	182604250	182604430	+	1	NA	promoter-TSS (ENST00000367558.6)	protein_coding-promoter-TSS (ENST00000367558.6)	49	ENST00000367558.6	ENSG00000143333	ENST00000367558			RGS16			protein_coding
chr6-207	chr6	56542762	56542880	+	1	NA	promoter-TSS (ENST00000340834.10)	protein_coding-promoter-TSS (ENST00000340834.10)	-13	ENST00000524186.1	ENSG00000151914	ENST00000520144			DST			protein_coding
chr8-46	chr8	40054651	40054933	+	1	NA	Intergenic	Intergenic	-49377	ENST00000524098.1	ENSG00000253381	ENST00000524098			ENSG00000253381			lncRNA
chr1-394	chr1	9893244	9893519	+	1	NA	promoter-TSS (ENST00000377258.5)	protein_coding-promoter-TSS (ENST00000377258.5)	-144	ENST00000377258.5	ENSG00000178585	ENST00000377258			CTNNBIP1			protein_coding
chr8-90	chr8	143944008	143944260	+	1	NA	promoter-TSS (ENST00000354589.7)	protein_coding-promoter-TSS (ENST00000354589.7)	-176	ENST00000354589.7	ENSG00000178209	ENST00000354958			PLEC			protein_coding
chr7-340	chr7	158326091	158326349	+	1	NA	intron (ENST00000389416.8, intron 1 of 21)	protein_coding-intron (ENST00000389413.7, intron 2 of 21)	-107129	ENST00000690805.1	ENSG00000289418	ENST00000690805			ENSG00000289418			lncRNA
chr3-391	chr3	8629525	8629743	+	1	NA	intron (ENST00000492435.1, intron 4 of 5)	protein_coding-intron (ENST00000317371.8, intron 14 of 18)	4081	ENST00000492435.1	ENSG00000125046	ENST00000492435			SSUH2			protein_coding
chr15-191	chr15	41231075	41231238	+	1	NA	promoter-TSS (ENST00000314992.9)	protein_coding-promoter-TSS (ENST00000314992.9)	16	ENST00000560411.5	ENSG00000187446	ENST00000560965			CHP1			protein_coding
chr17-644	chr17	28743457	28743668	+	1	NA	promoter-TSS (ENST00000262395.10)	protein_coding-promoter-TSS (ENST00000262395.10)	-449	ENST00000262395.10	ENSG00000076604	ENST00000262396			TRAF4			protein_coding
chr14-92	chr14	76773506	76773758	+	1	NA	TTS (ENST00000554237.1)	protein_coding-TTS (ENST00000554237.1)	3679	ENST00000553518.1	ENSG00000071246	ENST00000554237			VASH1			protein_coding
chr14-44	chr14	24367197	24367481	+	1	NA	promoter-TSS (ENST00000250373.9)	protein_coding-promoter-TSS (ENST00000250373.9)	-25	ENST00000539237.6	ENSG00000100968	ENST00000422617			NFATC4			protein_coding
chr20-1894	chr20	54223909	54223974	+	1	NA	intron (ENST00000441080.2, intron 4 of 5)	protein_coding-intron (ENST00000441080.2, intron 4 of 5)	-8817	ENST00000650710.1	ENSG00000286229	ENST00000650710			ENSG00000286229			lncRNA
chr3-156	chr3	64444904	64444981	+	1	NA	promoter-TSS (ENST00000487097.1)	lncRNA-promoter-TSS (ENST00000487097.1)	-289	ENST00000487097.1	ENSG00000244564	ENST00000487097			PRICKLE2-DT			lncRNA
chr7-360	chr7	4641803	4642100	+	1	NA	promoter-TSS (ENST00000667321.1)	lncRNA-promoter-TSS (ENST00000667321.1)	-297	ENST00000667321.1	ENSG00000286874	ENST00000667321			ENSG00000286874			lncRNA
chr2-342	chr2	178450921	178451140	+	1	NA	promoter-TSS (ENST00000432031.6)	protein_coding-promoter-TSS (ENST00000432031.6)	29	ENST00000457633.2	ENSG00000180228	ENST00000676922			PRKRA			protein_coding
chr2-394	chr2	20457678	20457690	+	1	NA	Intergenic	Intergenic	6642	ENST00000448241.1	ENSG00000228950	ENST00000448241			ENSG00000228950			lncRNA
chr14-64	chr14	64704131	64704397	+	1	NA	promoter-TSS (ENST00000247226.13)	protein_coding-promoter-TSS (ENST00000247226.13)	-160	ENST00000247226.13	ENSG00000126822	ENST00000554499			PLEKHG3			protein_coding
chr20-12	chr20	54649477	54649735	+	1	NA	intron (ENST00000395939.5, intron 7 of 7)	protein_coding-intron (ENST00000262593.10, intron 7 of 7)	94673	ENST00000484860.1	ENSG00000101134	ENST00000484860			DOK5			protein_coding
chr9-141	chr9	131125573	131125729	+	1	NA	promoter-TSS (ENST00000359428.10)	protein_coding-promoter-TSS (ENST00000359428.10)	55	ENST00000525561.2	ENSG00000126883	ENST00000695498			NUP214			protein_coding
chr10-172	chr10	92574066	92574234	+	1	NA	promoter-TSS (ENST00000265986.11)	protein_coding-promoter-TSS (ENST00000265986.11)	45	ENST00000676757.1	ENSG00000138160	ENST00000260731			KIF11			protein_coding
chr16-399	chr16	72924966	72925239	+	1	NA	intron (ENST00000641206.2, intron 11 of 17)	protein_coding-intron (ENST00000268489.10, intron 3 of 9)	-35268	ENST00000563625.1	ENSG00000140836	ENST00000641018			ZFHX3			protein_coding
chr5-12	chr5	139643426	139643708	+	1	NA	TTS (ENST00000606683.1)	lncRNA-TTS (ENST00000606683.1)	1435	ENST00000606683.1	ENSG00000272255	ENST00000606683			ENSG00000272255			lncRNA
chr20-811	chr20	53600213	53600243	+	1	NA	intron (ENST00000540425.1, intron 2 of 3)	protein_coding-intron (ENST00000431687.5, intron 2 of 2)	-6389	ENST00000371471.7	ENSG00000171940	ENST00000302342			ZNF217			protein_coding
chr8-44	chr8	125430014	125430059	+	1	NA	promoter-TSS (ENST00000311922.4)	protein_coding-promoter-TSS (ENST00000311922.4)	-322	ENST00000311922.4	ENSG00000173334	ENST00000519576			TRIB1			protein_coding
chr14-251	chr14	88775588	88775745	+	1	NA	intron (ENST00000554922.6, intron 1 of 43)	protein_coding-intron (ENST00000380664.9, intron 1 of 41)	16837	ENST00000380664.9	ENSG00000165521	ENST00000554922			EML5			protein_coding
chr10-187	chr10	121927514	121927656	+	1	NA	promoter-TSS (ENST00000437593.1)	lncRNA-promoter-TSS (ENST00000437593.1)	76	ENST00000690795.1	ENSG00000107669	ENST00000686894			ATE1			protein_coding
chr17-126	chr17	74192901	74193196	+	1	NA	Intergenic	Intergenic	-10534	ENST00000439590.6	ENSG00000172809	ENST00000534490			RPL38			protein_coding
chr16-104	chr16	84806600	84806888	+	1	NA	Intergenic	Intergenic	-13241	ENST00000566151.1	ENSG00000103196	ENST00000564567			CRISPLD2			protein_coding
chr2-171	chr2	10490828	10491077	+	1	NA	Intergenic	Intergenic	37154	ENST00000670859.1	ENSG00000257135	ENST00000702529			ODC1-DT			lncRNA
chr2-367	chr2	240893380	240893637	+	1	NA	intron (ENST00000388934.5, intron 1 of 4)	protein_coding-intron (ENST00000388934.5, intron 1 of 4)	-1470	ENST00000307486.12	ENSG00000172478	ENST00000388934			MAB21L4			protein_coding
chr9-240	chr9	83707728	83707900	+	1	NA	promoter-TSS (ENST00000529923.1)	protein_coding-promoter-TSS (ENST00000529923.1)	120	ENST00000257468.11	ENSG00000135018	ENST00000533705			UBQLN1			protein_coding
chr16-130	chr16	87834597	87834865	+	1	NA	promoter-TSS (ENST00000617557.1)	miRNA-promoter-TSS (ENST00000617557.1)	-71	ENST00000617557.1	ENSG00000278598	ENST00000617557			MIR6775			miRNA
chrX-77	chrX	153971833	153971960	+	1	NA	promoter-TSS (ENST00000310441.12)	protein_coding-promoter-TSS (ENST00000310441.12)	-78	ENST00000310441.12	ENSG00000172534	ENST00000310441			HCFC1			protein_coding
chr3-169	chr3	128416893	128417057	+	1	NA	Intergenic	Intergenic	-46619	ENST00000471626.1	ENSG00000242049	ENST00000471626			DNAJB8-AS1			lncRNA
chr20-122	chr20	48828199	48828479	+	1	NA	promoter-TSS (ENST00000371941.4)	protein_coding-promoter-TSS (ENST00000371941.4)	-340	ENST00000371941.4	ENSG00000124126	ENST00000496915			PREX1			protein_coding
chr12-78	chr12	119171252	119171533	+	1	NA	promoter-TSS (ENST00000676008.1)	protein_coding-promoter-TSS (ENST00000676008.1)	-163	ENST00000676008.1	ENSG00000152137	ENST00000542496			HSPB8			protein_coding
chr15-6	chr15	64387639	64387921	+	1	NA	promoter-TSS (ENST00000261884.8)	protein_coding-promoter-TSS (ENST00000261884.8)	27	ENST00000559565.5	ENSG00000103671	ENST00000560567			TRIP4			protein_coding
chr17-822	chr17	82414747	82415038	+	1	NA	intron (ENST00000583897.5, intron 1 of 6)	protein_coding-intron (ENST00000313056.10, intron 2 of 8)	624	ENST00000583897.5	ENSG00000181396	ENST00000578287			OGFOD3			protein_coding
chr4-46	chr4	6909319	6909615	+	1	NA	promoter-TSS (ENST00000409757.9)	protein_coding-promoter-TSS (ENST00000409757.9)	23	ENST00000448507.5	ENSG00000132405	ENST00000446947			TBC1D14			protein_coding
chr12-3	chr12	131860843	131861135	+	1	NA	intron (ENST00000542763.2, intron 1 of 2)	lncRNA-intron (ENST00000542763.2, intron 1 of 2)	3569	ENST00000542763.2	ENSG00000256955	ENST00000542763			ENSG00000256955			lncRNA
chr10-17	chr10	97687342	97687629	+	1	NA	promoter-TSS (ENST00000370626.4)	protein_coding-promoter-TSS (ENST00000370626.4)	-244	ENST00000370626.4	ENSG00000119986	ENST00000370626			AVPI1			protein_coding
chr3-899-2	chr3	161371499	161371731	+	1	NA	promoter-TSS (ENST00000497137.1)	protein_coding-promoter-TSS (ENST00000497137.1)	-98	ENST00000497374.1	ENSG00000196542	ENST00000497137			SPTSSB			protein_coding
chr17-985	chr17	61511281	61511368	+	1	NA	Intergenic	Intergenic	32961	ENST00000586874.2	ENSG00000121075	ENST00000586874			TBX4			protein_coding
chr6-202	chr6	45377624	45377877	+	1	NA	promoter-TSS (ENST00000459689.1)	protein_coding-promoter-TSS (ENST00000459689.1)	183	ENST00000371460.5	ENSG00000196284	ENST00000371459			SUPT3H			protein_coding
chr11-93	chr11	62672313	62672512	+	1	NA	promoter-TSS (ENST00000354588.8)	protein_coding-promoter-TSS (ENST00000354588.8)	-145	ENST00000354588.8	ENSG00000162194	ENST00000528862			LBHD1			protein_coding
chr19-51	chr19	43950961	43951217	+	1	NA	promoter-TSS (ENST00000251269.9)	protein_coding-promoter-TSS (ENST00000251269.9)	-134	ENST00000591168.5	ENSG00000159905	ENST00000591168			ZNF221			protein_coding
chr20-2236	chr20	49517501	49517800	+	1	NA	intron (ENST00000478971.1, intron 5 of 8)	protein_coding-intron (ENST00000244043.5, intron 6 of 9)	-33353	ENST00000635465.1	ENSG00000158445	ENST00000636950			KCNB1			protein_coding
chr19-264	chr19	10899342	10899427	+	1	NA	intron (ENST00000588947.5, intron 1 of 2)	protein_coding-intron (ENST00000327064.9, intron 1 of 15)	-19602	ENST00000586508.1	ENSG00000142453	ENST00000710361			CARM1			protein_coding
chr12-87	chr12	48106184	48106314	+	1	NA	promoter-TSS (ENST00000448372.6)	protein_coding-promoter-TSS (ENST00000448372.6)	105	ENST00000552792.5	ENSG00000152556	ENST00000359794			PFKM			protein_coding
chr2-562	chr2	202265730	202265744	+	1	NA	promoter-TSS (ENST00000264279.10)	protein_coding-promoter-TSS (ENST00000264279.10)	1	ENST00000488403.5	ENSG00000055044	ENST00000426814			NOP58			protein_coding
chr1-93	chr1	172532790	172533009	+	1	NA	promoter-TSS (ENST00000263688.4)	protein_coding-promoter-TSS (ENST00000263688.4)	-219	ENST00000616058.4	ENSG00000094975	ENST00000610051			SUCO			protein_coding
chr17-1066	chr17	82292590	82292880	+	1	NA	promoter-TSS (ENST00000566986.1)	lncRNA-promoter-TSS (ENST00000566986.1)	79	ENST00000581489.1	ENSG00000265692	ENST00000581489			LINC01970			lncRNA
chr15-223	chr15	65185021	65185320	+	1	NA	promoter-TSS (ENST00000559152.5)	protein_coding-promoter-TSS (ENST00000559152.5)	46	ENST00000559152.5	ENSG00000166855	ENST00000558958			CLPX			protein_coding
chr9-296	chr9	129174129	129174203	+	1	NA	intron (ENST00000674648.1, intron 2 of 2)	protein_coding-intron (ENST00000674559.1, intron 2 of 6)	-1641	ENST00000599172.3	ENSG00000204055	ENST00000427080			IER5L-AS1			lncRNA
chr6-177	chr6	31665756	31665973	+	1	NA	promoter-TSS (ENST00000375865.6)	protein_coding-promoter-TSS (ENST00000375865.6)	-3	ENST00000375900.8	ENSG00000204438	ENST00000375906			GPANK1			protein_coding
chr9-77	chr9	130866431	130866634	+	1	NA	intron (ENST00000372348.9, intron 4 of 10)	protein_coding-intron (ENST00000318560.6, intron 4 of 10)	27306	ENST00000343079.1	ENSG00000188710	ENST00000343079			QRFP			protein_coding
chr8-249	chr8	56074458	56074701	+	1	NA	promoter-TSS (ENST00000009589.8)	protein_coding-promoter-TSS (ENST00000009589.8)	-13	ENST00000521403.1	ENSG00000253603	ENST00000521403			CERNA3			lncRNA
chr1-100	chr1	17340428	17340679	+	1	NA	intron (ENST00000375448.4, intron 6 of 15)	protein_coding-intron (ENST00000375448.4, intron 6 of 15)	-5481	ENST00000468945.1	ENSG00000159339	ENST00000375448			PADI4			protein_coding
chr15-10	chr15	74546217	74546513	+	1	NA	intron (ENST00000566147.1, intron 1 of 2)	protein_coding-intron (ENST00000346246.10, intron 2 of 8)	2015	ENST00000566147.1	ENSG00000179361	ENST00000563567			ARID3B			protein_coding
chr2-611	chr2	240457361	240457575	+	1	NA	promoter-TSS (ENST00000404327.3)	lncRNA-promoter-TSS (ENST00000404327.3)	34	ENST00000427506.5	ENSG00000063660	ENST00000426280			GPC1			protein_coding
chr14-437	chr14	103629005	103629135	+	1	NA	promoter-TSS (ENST00000246489.11)	protein_coding-promoter-TSS (ENST00000246489.11)	-107	ENST00000348520.10	ENSG00000126214	ENST00000555467			KLC1			protein_coding
chr8-390	chr8	86108637	86108905	+	1	NA	intron (ENST00000285393.4, intron 1 of 7)	protein_coding-intron (ENST00000285393.4, intron 1 of 7)	9861	ENST00000285393.4	ENSG00000147614	ENST00000285393			ATP6V0D2			protein_coding
chr1-594	chr1	16143576	16143852	+	1	NA	intron (ENST00000358432.8, intron 3 of 16)	protein_coding-intron (ENST00000358432.8, intron 3 of 16)	2736	ENST00000480202.1	ENSG00000142627	ENST00000461614			EPHA2			protein_coding
chr6-328	chr6	55827983	55828117	+	1	NA	intron (ENST00000370830.4, intron 1 of 6)	protein_coding-intron (ENST00000370830.4, intron 1 of 6)	47540	ENST00000370830.4	ENSG00000112175	ENST00000370830			BMP5			protein_coding
chr17-689	chr17	59930908	59931111	+	1	NA	promoter-TSS (ENST00000587622.1)	protein_coding-promoter-TSS (ENST00000587622.1)	-311	ENST00000587622.1	ENSG00000108443	ENST00000443572			RPS6KB1			protein_coding
chr16-408	chr16	76138136	76138255	+	1	NA	intron (ENST00000658559.1, intron 1 of 1)	lncRNA-intron (ENST00000563923.1, intron 1 of 1)	9584	ENST00000564561.1	ENSG00000260223	ENST00000563923			ENSG00000260223			lncRNA
chr7-65-2	chr7	2555516	2555639	+	1	NA	promoter-TSS (ENST00000340611.9)	protein_coding-promoter-TSS (ENST00000340611.9)	-53	ENST00000340611.9	ENSG00000106009	ENST00000469750			BRAT1			protein_coding
chr9-60	chr9	135144952	135145189	+	1	NA	Intergenic	Intergenic	39430	ENST00000483042.1	ENSG00000130558	ENST00000392991			OLFM1			protein_coding
chr3-204	chr3	53664893	53665120	+	1	NA	intron (ENST00000640483.1, intron 5 of 40)	protein_coding-intron (ENST00000288139.11, intron 5 of 48)	-1357	ENST00000481085.5	ENSG00000157388	ENST00000481085			CACNA1D			protein_coding
chr17-1440	chr17	14205984	14206193	+	1	NA	intron (ENST00000670279.1, intron 6 of 10)	protein_coding-intron (ENST00000261643.8, intron 6 of 6)	-4400	ENST00000458492.1	ENSG00000006695	ENST00000581931			COX10			protein_coding
chr20-331	chr20	57351119	57351353	+	1	NA	promoter-TSS (ENST00000371242.6)	protein_coding-promoter-TSS (ENST00000371242.6)	13	ENST00000371242.6	ENSG00000101146	ENST00000371242			RAE1			protein_coding
chr11-48	chr11	72786482	72786757	+	1	NA	promoter-TSS (ENST00000539138.1)	protein_coding-promoter-TSS (ENST00000539138.1)	-652	ENST00000542989.5	ENSG00000214530	ENST00000536377			STARD10			protein_coding
chr1-76	chr1	175023330	175023621	+	1	NA	promoter-TSS (ENST00000367677.3)	protein_coding-promoter-TSS (ENST00000367677.3)	-50	ENST00000476371.1	ENSG00000120333	ENST00000476371			MRPS14			protein_coding
chr1-567	chr1	933148	933235	+	1	NA	intron (ENST00000622503.5, intron 3 of 12)	protein_coding-intron (ENST00000341065.8, intron 2 of 11)	2879	ENST00000341065.8	ENSG00000187634	ENST00000474461			SAMD11			protein_coding
chr5-38	chr5	179818972	179819230	+	1	NA	intron (ENST00000422245.5, intron 1 of 3)	protein_coding-intron (ENST00000422245.5, intron 1 of 3)	134	ENST00000481335.5	ENSG00000161011	ENST00000510187			SQSTM1			protein_coding
chr22-82	chr22	24189774	24190033	+	1	NA	TTS (ENST00000358321.4)	protein_coding-TTS (ENST00000358321.4)	7326	ENST00000463101.1	ENSG00000099994	ENST00000463101			SUSD2			protein_coding
chr16-289	chr16	85322015	85322272	+	1	NA	intron (ENST00000637419.1, intron 1 of 2)	protein_coding-intron (ENST00000637419.1, intron 1 of 2)	-15818	ENST00000583199.1	ENSG00000266307	ENST00000583199			MIR5093			miRNA
chr11-154	chr11	73192371	73192660	+	1	NA	Intergenic	Intergenic	-9604	ENST00000686832.1	ENSG00000289625	ENST00000686832			IUR1			lncRNA
chr10-26	chr10	98314649	98314788	+	1	NA	Intergenic	Intergenic	-46524	ENST00000260702.4	ENSG00000138131	ENST00000260702			LOXL4			protein_coding
